onset	duration	correct
60.0	30.0	1
135.0	16.5	1
184.5	24.0	1
235.5	75.0	1
333.0	27.0	1
390.0	3.0	0
417.0	40.5	1
502.5	19.5	1
562.5	28.5	1
619.5	31.5	1
690.0	25.5	1
747.0	28.5	1
801.0	9.0	1
867.0	25.5	1
933.0	18.0	1
978.0	13.5	1
1020.0	48.0	1
1092.0	36.0	1
