onset	duration	correct
60.0	105.0	1
198.0	52.5	1
283.5	76.5	1
385.5	172.5	1
612.0	45.0	1
682.5	34.5	1
742.5	139.5	1
910.5	49.5	1
1005.0	225.0	1
1251.0	40.5	1
1332.0	87.0	1
1476.0	99.0	1
1602.0	54.0	1
1698.0	70.5	1
1803.0	34.5	1
1863.0	33.0	1
1936.5	154.5	1
2115.0	60.0	1
