onset	duration	correct
60.0	18.0	1
109.5	18.0	1
160.5	25.5	1
210.0	63.0	1
294.0	27.0	1
348.0	3.0	0
375.0	37.5	1
441.0	24.0	1
489.0	60.0	1
573.0	21.0	1
633.0	24.0	1
690.0	3.0	0
717.0	19.5	1
774.0	51.0	1
856.5	25.5	1
906.0	18.0	1
946.5	85.5	1
1056.0	39.0	1
