onset	duration	correct
72.0	24.0	0
132.0	36.0	0
207.0	76.5	1
336.0	174.0	1
595.5	85.5	1
709.5	1.5	0
744.0	136.5	1
909.0	61.5	1
1003.5	157.5	1
1188.0	39.0	1
1270.5	120.0	1
1425.0	85.5	1
1536.0	36.0	1

