onset	duration	correct
60.0	55.5	1
147.0	60.0	1
270.0	90.0	1
385.5	132.0	1
543.0	93.0	1
666.0	75.0	1
769.5	99.0	1
898.5	70.5	1
993.0	150.0	1
1170.0	45.0	1
1257.0	93.0	1
1386.0	66.0	1
1482.0	60.0	1
1590.0	24.0	1
1647.0	51.0	1
1728.0	57.0	1
1815.0	148.5	1
1992.0	87.0	1
