onset	duration	correct
61.5	33.0	1
126.0	21.0	1
183.0	36.0	1
244.5	70.5	1
336.0	43.5	1
405.0	22.5	1
453.0	69.0	1
552.0	37.5	1
616.5	46.5	1
678.0	25.5	1
744.0	39.0	1
816.0	54.0	1
894.0	34.5	1
970.5	39.0	1
1042.5	31.5	1
1099.5	16.5	1
1146.0	64.5	1
1233.0	36.0	1
