onset	duration	correct
60.0	3.0	0
75.0	3.0	0
142.5	43.5	1
210.0	139.5	1
372.0	45.0	1
442.5	54.0	1
522.0	69.0	1
618.0	58.5	1
697.5	64.5	1
786.0	27.0	1
852.0	40.5	1
927.0	60.0	1
1011.0	45.0	1
1098.0	87.0	1
1218.0	12.0	1
1257.0	48.0	1
1335.0	102.0	1
1462.5	39.0	1
