onset	duration	correct
60.0	42.0	1
156.0	27.0	1
228.0	96.0	1
351.0	66.0	1
441.0	39.0	1
513.0	39.0	0
579.0	58.5	1
670.5	58.5	1
753.0	42.0	1
817.5	37.5	1
898.5	42.0	1
978.0	72.0	1
1077.0	49.5	1
1168.5	85.5	1
1287.0	60.0	1
1372.5	24.0	1
1423.5	61.5	1
1510.5	45.0	1
