onset	duration	correct
60.0	39.0	1
129.0	19.5	0
183.0	43.5	1
252.0	99.0	1
372.0	93.0	1
490.5	33.0	0
549.0	106.5	1
684.0	75.0	1
780.0	78.0	1
882.0	63.0	1
985.5	90.0	1
1110.0	123.0	1
1257.0	79.5	1
1377.0	94.5	1
1504.5	37.5	1
1569.0	3.0	0
1606.5	126.0	1
1758.0	15.0	1
