onset	duration	correct
61.5	73.5	1
168.0	52.5	1
255.0	90.0	1
370.5	151.5	1
544.5	64.5	1
636.0	54.0	1
715.5	129.0	1
874.5	40.5	1
939.0	79.5	1
1044.0	3.0	0
1090.5	84.0	1
1209.0	102.0	1
1335.0	49.5	1
1426.5	70.5	1
1533.0	69.0	1
1630.5	33.0	1
1693.5	91.5	1
1812.0	30.0	1
