onset	duration	correct
61.5	19.5	1
103.5	3.0	0
156.0	54.0	1
237.0	3.0	0
261.0	36.0	1
324.0	3.0	0
357.0	69.0	1
456.0	37.5	1
516.0	39.0	1
579.0	15.0	1
633.0	34.5	1
702.0	31.5	1
757.5	28.5	1
826.5	33.0	1
892.5	28.5	1
946.5	3.0	0
976.5	40.5	1
1041.0	21.0	1
