onset	duration	correct
60.0	31.5	1
123.0	33.0	1
190.5	99.0	1
315.0	190.5	1
528.0	81.0	1
636.0	81.0	1
741.0	103.5	1
876.0	39.0	1
946.5	156.0	1
1126.5	16.5	1
1191.0	48.0	1
1278.0	84.0	1
1386.0	43.5	1
1470.0	93.0	1
1596.0	76.5	1
1699.5	34.5	1
1765.5	157.5	1
1947.0	57.0	1
