onset	duration	correct
39.0	40.5	1
112.5	85.5	1
225.0	126.0	1
373.5	93.0	1
495.0	81.0	1
600.0	108.0	1
735.0	90.0	1
846.0	69.0	1
942.0	60.0	1
1045.5	61.5	1
1144.5	100.5	1
1272.0	55.5	1
1371.0	109.5	1
1516.5	63.0	1
1609.5	36.0	1
1677.0	129.0	1
1834.5	67.5	1
