onset	duration	correct
60.0	6.0	1
108.0	6.0	1
150.0	9.0	1
183.0	18.0	1
222.0	13.5	1
259.5	4.5	1
288.0	19.5	1
336.0	12.0	1
370.5	28.5	1
420.0	6.0	1
466.5	7.5	1
507.0	9.0	1
538.5	15.0	1
591.0	12.0	1
634.5	10.5	1
669.0	7.5	1
705.0	15.0	1
744.0	4.5	1
