onset	duration	correct
60.0	30.0	1
133.5	3.0	0
193.5	43.5	1
259.5	58.5	1
340.5	27.0	1
384.0	3.0	0
429.0	36.0	1
492.0	16.5	1
531.0	40.5	1
597.0	3.0	0
681.0	18.0	1
729.0	3.0	0
775.5	22.5	1
837.0	3.0	1
888.0	3.0	0
916.5	27.0	1
970.5	37.5	1
1030.5	1.5	0
