onset	duration	correct
60.0	51.0	1
142.5	13.5	1
211.5	52.5	1
273.0	102.0	1
393.0	6.0	0
421.5	43.5	1
489.0	45.0	1
564.0	33.0	1
618.0	21.0	1
660.0	18.0	1
717.0	25.5	1
775.5	66.0	1
865.5	42.0	1
948.0	51.0	1
1030.5	49.5	1
1105.5	21.0	1
1155.0	76.5	1
1255.5	25.5	1
