onset	duration	correct
39.0	54.0	0
132.0	39.0	1
198.0	36.0	1
283.5	39.0	1
369.0	1.5	0
421.5	94.5	1
544.5	55.5	1
624.0	40.5	1
735.0	67.5	1
846.0	49.5	1
943.5	39.0	1
1011.0	61.5	1
1113.0	63.0	1
1212.0	57.0	1
1305.0	49.5	1
1383.0	82.5	1
1494.0	75.0	1
