onset	duration	correct
60.0	54.0	1
147.0	36.0	1
214.5	124.5	1
369.0	288.0	1
681.0	81.0	1
789.0	46.5	1
861.0	120.0	1
1008.0	51.0	1
1081.5	226.5	1
1329.0	40.5	1
1408.5	106.5	1
1548.0	99.0	1
1668.0	61.5	1
1767.0	102.0	1
1900.5	93.0	1
2017.5	43.5	1
2089.5	199.5	1
2311.5	96.0	1
