onset	duration	correct
61.5	69.0	1
162.0	37.5	1
232.5	48.0	1
306.0	48.0	1
378.0	34.5	1
441.0	22.5	1
492.0	24.0	1
546.0	22.5	1
591.0	36.0	1
649.5	31.5	1
721.5	46.5	1
790.5	46.5	1
861.0	30.0	1
930.0	51.0	1
1011.0	27.0	1
1062.0	21.0	1
1114.5	25.5	1
1164.0	21.0	1
