onset	duration	correct
61.5	33.0	1
126.0	27.0	1
184.5	78.0	1
288.0	130.5	1
441.0	54.0	1
520.5	33.0	1
579.0	67.5	1
675.0	40.5	1
771.0	45.0	1
840.0	6.0	1
894.0	42.0	1
969.0	49.5	1
1044.0	39.0	1
1125.0	81.0	1
1239.0	60.0	1
1326.0	18.0	1
1374.0	108.0	1
1506.0	28.5	1
