onset	duration	correct
60.0	21.0	1
117.0	15.0	1
169.5	18.0	1
213.0	39.0	1
274.5	27.0	1
328.5	13.5	0
369.0	33.0	1
430.5	19.5	1
474.0	36.0	1
532.5	22.5	1
595.5	34.5	1
664.5	3.0	1
705.0	15.0	1
780.0	39.0	1
850.5	25.5	1
906.0	3.0	0
943.5	19.5	1
985.5	33.0	1
