onset	duration	correct
61.5	30.0	1
166.5	46.5	1
252.0	102.0	1
379.5	166.5	1
568.5	76.5	1
672.0	58.5	1
762.0	115.5	1
904.5	97.5	1
1026.0	85.5	1
1134.0	3.0	0
1206.0	78.0	1
1320.0	96.0	1
1438.5	58.5	1
1536.0	85.5	1
1653.0	33.0	1
1714.5	34.5	1
1774.5	126.0	1
1924.5	40.5	1
