onset	duration	correct
60.0	27.0	1
118.5	3.0	0
186.0	21.0	1
207.0	3.0	0
232.5	15.0	1
271.5	3.0	0
301.5	31.5	1
361.5	13.5	1
399.0	13.5	1
436.5	7.5	1
484.5	16.5	1
528.0	22.5	1
576.0	12.0	1
627.0	18.0	1
678.0	21.0	1
723.0	3.0	0
753.0	15.0	1
