onset	duration	correct
60.0	55.5	1
150.0	3.0	0
207.0	60.0	1
292.5	90.0	1
403.5	61.5	1
490.5	19.5	0
535.5	114.0	1
679.5	58.5	1
760.5	96.0	1
879.0	52.5	1
972.0	75.0	1
1114.5	60.0	1
1200.0	72.0	1
1311.0	84.0	1
1426.5	42.0	1
1494.0	3.0	0
1537.5	130.5	1
1695.0	78.0	1
